,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,water_left_01,petrol_full_top_right_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_full_top_left_01,outside_metal_fence_1,military_crate,,,crate,crate,,crate,outside_metal_fence_1,,military_crate,,,misc_chain_top,,,,factory_industrial_part_top,,,bg,,,,,,misc_chainwheel_left_right,wooden_wall_01,,,@,misc_barrel,factory_industrial_pipe_left,factory_industrial_pipe_right,,factory_industrial_pipe_left,factory_industrial_pipe_right,factory_industrial_pipe_left,factory_industrial_pipe_right,,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_right,,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_right,,@,@,@,@,@,@,@,@,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,water_left_01,petrol_right_01,,,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,petrol_left_01,factory_industrial_pipe_middle,factory_industrial_pipe_right,misc_barrel,,crate,crate,misc_barrel,crate,outside_metal_fence_1,,,military_crate,,misc_chain_top,,,,factory_industrial_part_top,,,,crate,,crate,crate,misc_hook,misc_chainwheel_left_right,@,@,@,@,,petrol_full_right_01,petrol_full_bottom_left_01,,petrol_full_right_01,petrol_full_bottom_left_01,petrol_full_right_01,petrol_full_bottom_left_01,,,,,,,,,,outside_metal_fence_1,,,,,,,,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,water_left_01,petrol_right_01,,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,petrol_left_01,factory_industrial_pipe_middle,factory_industrial_pipe_right,misc_barrel,,,,,,outside_metal_door_01_open,,,,,misc_hook,,,,factory_industrial_part_top,,,,,,,crate,misc_chain_top,misc_chainwheel_left_right,@,,,outside_metal_door_01_close,,,bg,,,,,,,,,,,,,,,outside_metal_door_01_close,,,bg,,,,,door_02_close,road_sewer_left_01,garden_dirty_1,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,water_left_01,petrol_right_01,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,petrol_left_01,factory_industrial_pipe_middle,factory_industrial_pipe_right,misc_barrel,,,bg,,,outside_metal_fence_1,,crate,crate,,,,,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,,crate,,wooden_wall_01,wooden_wall_01,wooden_wall_01,wooden_wall_01,@,,garden_dirty_1,@,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_holder,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_holder,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_holder,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_right,outside_metal_fence_1,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,water_left_01,petrol_right_01,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,petrol_left_01,factory_industrial_pipe_middle,factory_industrial_pipe_right,misc_barrel,military_crate,,,,,outside_metal_fence_1,,crate,military_crate,,bg,,,misc_chainwheel_left_right,,misc_chainwheel_left_right,misc_chainwheel_left_right,,,,outside_wooden_door_01_close,,,,@,garden_dirty_1,,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,,water_bottom_01,water_bottom_01,water_bottom_01,water_bottom_left_01,petrol_right_01,,,,,,petrol_left_01,misc_barrel,misc_barrel,misc_barrel,military_crate,,,misc_barrel,misc_barrel,outside_metal_fence_1,,,,,,,,,,,,,,misc_hook,wooden_wall_01,,,,@,garden_dirty_1,,,,,bg,,garden_dirty_2,,,,,,garden_dirty_1,,,,,,garden_dirty_2,,bg,,,,,,,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,water_left_01,petrol_full_top_right_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_01,,,,,,petrol_01,petrol_top_01,petrol_full_top_left_01,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,outside_metal_fence_1,,military_crate,military_crate,,,crate,crate,,crate,crate,,crate,misc_hook,misc_chainwheel_left_right,wooden_wall_01,,,,@,@,@,@,@,@,,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_door_01_open,outside_metal_fence_1,outside_metal_fence_1,@,road_sewer_left_01,garden_dirty_2,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,water_left_01,petrol_right_01,,,,,,,,,,,,petrol_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_top_01,petrol_full_top_left_01,outside_metal_fence_1,,military_crate,military_crate,,,crate,crate,,crate,crate,,crate,misc_chain_top,misc_chainwheel_left_right,wooden_wall_01,,,,,,,,,@,,@,factory_industrial_pipe_valve,factory_industrial_pipe_right,,,,outside_metal_door_01_close,,,,bg,,,,@,crate,,,,,,military_crate,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,water_left_01,petrol_right_01,,,,,,,,,,,,,,,,,,petrol_left_01,@,@,@,@,@,outside_metal_door_01_close,@,@,@,@,@,@,@,@,@,@,,,,,,,,,@,,@,,,,misc_barrel,misc_barrel,@,factory_industrial_pipe_left,factory_industrial_pipe_right,factory_industrial_pipe_left,factory_industrial_pipe_right,factory_industrial_pipe_left,factory_industrial_pipe_right,factory_industrial_pipe_left,@,military_crate,,crate,crate,,bg,,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,water_left_01,petrol_right_01,,,,,,,,,,,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,petrol_left_01,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_valve,factory_industrial_pipe_middle,factory_industrial_pipe_right,,,,,,,,misc_barrel,misc_barrel,misc_barrel,@,@,@,@,@,@,@,@,@,@,,@,outside_metal_fence_1,outside_metal_door_01_close,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,@,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,@,crate,,,military_crate,crate,,crate,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,water_left_01,petrol_right_01,,,,,,,,,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,petrol_left_01,factory_industrial_pipe_valve,factory_industrial_pipe_right,,,,,,crate,crate,,,,,,,outside_metal_door_01_close,,,,garden_dirty_1,,,,garden_dirty_1,,bg,,,,garden_dirty_1,,,,,,garden_dirty_2,,,,,@,@,@,@,@,@,@,@,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,water_left_01,petrol_full_right_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_01,,,,,petrol_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_full_bottom_left_01,,,military_crate,crate,crate,,,military_crate,crate,,,,,,misc_barrel,@,@,@,@,@,@,@,@,@,@,,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,factory_industrial_pipe_right,house_cupboard_01,house_stove,house_fridge,house_shink,house_shink,house_shink,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,,water_top_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_left_01,petrol_right_01,,,,,petrol_left_01,,,,,,,,,crate,crate,crate,,,,,,,,,misc_barrel,misc_barrel,@,house_stove,house_shink,house_fridge,house_cupboard_01,,door_02_close,,,@,,door_02_close,,,,,,,,,,,,,,,,,,,,,,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,water_left_01,petrol_right_01,,,,,petrol_left_01,,,,,,,,,,,,,,,,,,,,,,door_02_close,,,,,,@,house_wardrobe,house_bed_left,@,,@,@,@,house_bed_right,,house_bed_left,,house_bed_right,,@,house_wardrobe,,crate,@,house_bed_right,,house_bed_left,@,@,door_02_open,@,@,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,factory_industrial_pipe_left,factory_industrial_pipe_middle,water_left_01,petrol_right_01,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,petrol_left_01,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,,,,,,,,,,,,,,,@@,@@,@@,@@,@,,house_bench,,,,@,@,@,@,road_curve_top_01,road_top_01,road_curve_bottom_01,@,,,,,,,@,house_wardrobe,,military_crate,@,,bg,,@,,,,,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,water_bottom_01,water_bottom_01,water_bottom_left_01,petrol_right_01,,,,,petrol_left_01,,,,,,,,,,crate,crate,misc_barrel,misc_barrel,,bg,,,door_02_close,,house_fridge,house_table,@,house_bench,house_table,house_bench,,,door_02_close,,,@,road_sewer_left_01,garden_dirty_2,road_sewer_right_01,@,house_bed_right,,house_bed_left,,house_bed_right,,@,house_wardrobe,,crate,@,house_bed_right,,house_bed_left,@,house_toilet_right,,house_bath_left,factory_industrial_pipe_left,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,@,@,@,@,@,@,@,@,@,@,@,,,,,,
,,,,,water_left_01,petrol_full_top_right_01,petrol_top_01,petrol_top_01,petrol_01,,,,,petrol_01,petrol_top_01,petrol_full_top_left_01,,,,,,,,crate,crate,misc_barrel,misc_barrel,,,,,window_01,,,factory_industrial_pipe_left,@,@,@,@,,,@,house_wardrobe,house_bed_left,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,@,house_wardrobe,,military_crate,@,,,,@,,bg,,,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,@,garden_dirty_2,,,outside_metal_fence_1,misc_barrel,misc_barrel,misc_barrel,@,[1],@,,,,,,
,,,,,water_left_01,petrol_right_01,,,,,,,,,,petrol_left_01,,,,,,,,,,,,,,,,@@,@@,@@,@@,@,house_bath_right,house_shink,@,,,@,@,@,@,road_sewer_left_01,,road_sewer_right_01,@,house_bed_right,,house_bed_left,,house_bed_right,,@,house_wardrobe,,crate,@,house_bed_right,,house_bed_left,@,house_toilet_right,,house_bath_left,factory_industrial_pipe_left,@,road_sewer_left_01,garden_dirty_1,road_sewer_right_01,@,,,,,,,,,,@,,garden_dirty_1,,outside_metal_fence_1,,,,@,,@,,,,,,
,,,,,water_left_01,petrol_right_01,,,,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,petrol_left_01,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_left,factory_industrial_part_top,factory_industrial_part_top,factory_industrial_part_top_02,,,,,,,,,,,,,door_02_close,,,door_02_close,,,door_02_close,,,@,road_sewer_left_01,garden_dirty_2,road_sewer_right_01,@,,,,,,,@,house_wardrobe,,military_crate,@,,,,@,,,,,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,@,,,,outside_metal_door_01_close,,,,@,outside_metal_door_01_close,@,,,,,,
,,,,,water_left_01,petrol_right_01,,,,misc_chain_top,,,misc_chain_top,,,petrol_left_01,,,,factory_industrial_part_top,,,,,,,,,,,,,,,,@,water_top_left_01,house_toilet_left,@,house_library,house_library,@,house_wardrobe,house_bed_left,@,road_sewer_left_01,,road_sewer_right_01,@,house_bed_right,,house_bed_left,,house_bed_right,,@,house_wardrobe,,crate,@,house_bed_right,,house_bed_left,@,house_toilet_right,,house_bath_left,factory_industrial_pipe_left,@,road_sewer_left_01,bg,road_sewer_right_01,@,,,,,,,,,,@,garden_dirty_2,bg,,outside_metal_fence_1,factory_industrial_pipe_left,factory_industrial_pipe_right,,,,@,,,,,,
,,,,,water_left_01,petrol_right_01,,,,misc_chain_top,,,misc_chain_top,,,petrol_left_01,,,,factory_industrial_part_top,factory_industrial_part_left_02,,,,,,,,,,,,,,misc_barrel,@,@,@,@,@,@,@,@,@,@,road_sewer_left_01,,road_sewer_right_01,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,@,,,,@,@,@,@,@,@,@,,,,,,
,,,,,water_left_01,petrol_right_01,,,,misc_chain_top,,,misc_chain_top,,,petrol_left_01,,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,,,,,,,,,,,,,bg,garden_dirty_1,bg,bg,bg,bg,bg,bg,bg,bg,road_sewer_left_01,,,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_curve_bottom_01,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,@,,,garden_dirty_1,@,house_toilet_right,house_shink,@,house_fridge,house_table,@,,,,,,
,,,,,water_left_01,petrol_right_01,,,,misc_chain_top,,,misc_chain_top,,,petrol_left_01,,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,factory_industrial_part_left_02,,,,bg,,,,,,,,,,garden_dirty_1,,,,,,garden_dirty_1,,bg,road_sewer_left_01,,garden_dirty_1,,,,garden_dirty_2,,,,garden_dirty_1,,,garden_dirty_1,,,,,garden_dirty_1,,,,road_sewer_right_01,@,road_sewer_left_01,garden_dirty_2,road_sewer_right_01,@,,,,,,,,,,@,,,,@,,,@,,,@,,,,,,
,,,,,water_left_01,petrol_right_01,petrol_right_01,,,misc_hook,,,misc_chain_top,,,petrol_left_01,,misc_chainwheel_left_right,misc_chainwheel_left_right,,,misc_chainwheel_left_right,misc_chainwheel_left_right,,,,,,,,,,,,,,,,,garden_dirty_1,,,,garden_dirty_2,bg,road_curve_left_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,,garden_dirty_2,road_sewer_right_01,@,road_curve_left_01,road_bottom_01,road_curve_right_01,@,@,@,@,@,@,@,@,@,@,@,,garden_dirty_1,,@,door_02_close,@,@,,,@,,,,,,
,,,,,water_left_01,petrol_right_01,,,,misc_barrel,,,misc_chain_top,,,petrol_left_01,,,,,,,,,,,,,,,,,,,crate,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,road_sewer_left_01,,road_sewer_right_01,@,,,,,,,,,,,,,,,,,,door_02_close,,,bg,,military_crate,@,,,,,,
,,,,,water_left_01,petrol_right_01,,,,,,,misc_chain_top,,,petrol_left_01,,,,,,,,,,,,,,,,,crate,,crate,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@,road_sewer_left_01,,road_sewer_right_01,@,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_right,@,,,,,crate,@,,,,,,
,,,,,water_left_01,petrol_right_01,,,,,,,misc_hook,,,petrol_left_01,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_door_01_close,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,outside_metal_fence_1,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@,road_sewer_left_01,,road_sewer_right_01,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,door_02_close,@,window_01,@,@,@,@,@,,,
,,,,,water_left_01,petrol_right_01,,,,,,,misc_barrel,,factory_industrial_pipe_left,petrol_left_01,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,,,,,,crate,misc_barrel,misc_barrel,misc_barrel,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@,road_sewer_left_01,,,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_sewer_top_01,road_curve_bottom_01,@,,,
,,,,,water_left_01,petrol_right_01,,,,,,,,,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,,,,,,,,misc_barrel,misc_barrel,misc_barrel,misc_barrel,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@,road_sewer_left_01,,garden_dirty_1,,garden_dirty_1,,,,,,garden_dirty_1,,,,,garden_dirty_2,,,,,,garden_dirty_1,,,garden_dirty_1,,bg,,,road_sewer_right_01,@,,,
,,,,,water_left_01,petrol_right_01,,,,,,,,,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,misc_chainwheel_left_right,,,,bg,,,,misc_barrel,misc_barrel,misc_barrel,misc_barrel,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,,@,road_curve_left_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_sewer_bottom_01,road_curve_right_01,@,,,
,,,,,water_left_01,petrol_full_right_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_bottom_01,petrol_full_bottom_left_01,,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,,,,,,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,@,,,,,,,,,,,,,,,,,,,,,,,,,,,,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,outside_metal_door_01_open,@,@,@,@,@,@,@,,,
,,,,water_01,water_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_01,water_top_left_01,@,,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,crate,,crate,crate,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,misc_barrel,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_right,@,petrol_top_01,petrol_top_01,petrol_top_01
,,,,,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_left_01,@,@,@,@,@,@,@,@,@,@,@,outside_metal_door_01_open,@,@,@,@,@,@,@,@,@,factory_industrial_pipe_left,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_holder,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_middle,factory_industrial_pipe_right,,factory_industrial_pipe_left,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_valve,factory_industrial_pipe_right,@,petrol_01,petrol_01,petrol_01
,,,,,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_left_01,petrol_full_top_right_01,petrol_01,petrol_01,petrol_01,petrol_01,petrol_01,petrol_01,petrol_01,petrol_01,petrol_01,@,,,,,,,,,,,,,,,,bg,,,,,,,,,,,,,,,,,,,,,,bg,,,,,,,,,,,,,,,,,,,bg,,,,,,,,,,,,,@,petrol_01,petrol_01,petrol_01
,,,water_01,,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_left_01,petrol_right_01,,,,,,,,,,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,@,petrol_01,petrol_01,petrol_01
,,,,,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_left_01,petrol_right_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_01,water_left_01,petrol_right_01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,petrol_01,
